구분,Asset Class,Sector,Industry,Ticker,Exchange,시장(자동),Role,Priority,Theme / Group,상위 ETF,편입 순위,비중,기준일,출처,종목명,GF Symbol 수동,가격·시장 검증,구성 기준일 상태
ETF구성,Equity,Information Technology,Semiconductors,222800,,KR,,,,091160,9,2.0%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF07,심텍,KOSDAQ:222800,연결,기준일 확인
ETF구성,Equity,Information Technology,Semiconductors,000990,,KR,,,,091160,10,1.9%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF07,DB하이텍,KRX:000990,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,055550,,KR,,,,091170,1,23.2%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,신한지주,KRX:055550,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,086790,,KR,,,,091170,2,22.3%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,하나금융지주,KRX:086790,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,105560,,KR,,,,091170,3,20.6%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,KB금융,KRX:105560,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,316140,,KR,,,,091170,4,16.4%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,우리금융지주,KRX:316140,연결,기준일 확인
ETF구성,Equity,Financials,Banks,323410,,KR,,,,091170,5,5.4%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,카카오뱅크,KRX:323410,연결,기준일 확인
ETF구성,Equity,Financials,Banks,024110,,KR,,,,091170,6,4.1%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,기업은행,KRX:024110,연결,기준일 확인
ETF구성,Equity,Financials,Banks,175330,,KR,,,,091170,7,3.3%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,JB금융지주,KRX:175330,연결,기준일 확인
ETF구성,Equity,Financials,Banks,138930,,KR,,,,091170,8,3.0%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,BNK금융지주,KRX:138930,연결,기준일 확인
ETF구성,Equity,Financials,Banks,139130,,KR,,,,091170,9,1.8%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,iM금융지주,KRX:139130,연결,기준일 확인
ETF구성,Equity,Financials,Banks,006220,,KR,,,,091170,10,0.1%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF08,제주은행,KRX:006220,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles,005380,,KR,,,,091180,1,25.6%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,현대차,KRX:005380,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Auto Parts / Mobility,012330,,KR,,,,091180,2,20.2%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,현대모비스,KRX:012330,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles,000270,,KR,,,,091180,3,16.8%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,기아,KRX:000270,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles & Mobility,161390,,KR,,,,091180,4,12.6%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,한국타이어앤테크놀로지,KRX:161390,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Auto Parts / ADAS,204320,,KR,,,,091180,5,4.3%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,HL만도,KRX:204320,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles & Mobility,018880,,KR,,,,091180,6,3.2%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,한온시스템,KRX:018880,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles & Mobility,007340,,KR,,,,091180,7,2.6%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,DN오토모티브,KRX:007340,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles & Mobility,011210,,KR,,,,091180,8,2.4%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,현대위아,KRX:011210,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles & Mobility,005850,,KR,,,,091180,9,2.2%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,에스엘,KRX:005850,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles & Mobility,073240,,KR,,,,091180,10,2.2%,2026-08-31,https://www.samsungfund.com/etf/product/view.do?id=2ETF06,금호타이어,KRX:073240,연결,기준일 확인
ETF구성,Equity,Financials,Insurance,005830,,KR,,,,0052D0,1,5.1%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,DB손해보험,KRX:005830,연결,기준일 확인
ETF구성,Equity,Financials,Banks,175330,,KR,,,,0052D0,2,4.9%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,JB금융지주,KRX:175330,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,086790,,KR,,,,0052D0,3,4.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,하나금융지주,KRX:086790,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,316140,,KR,,,,0052D0,4,4.6%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,우리금융지주,KRX:316140,연결,기준일 확인
ETF구성,Equity,Consumer Discretionary,Consumer Discretionary,081660,,KR,,,,0052D0,5,4.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,미스토홀딩스,KRX:081660,연결,기준일 확인
ETF구성,Equity,Financials,Insurance,000810,,KR,,,,0052D0,6,4.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,삼성화재,KRX:000810,연결,기준일 확인
ETF구성,Equity,Industrials,Commercial Services,012750,,KR,,,,0052D0,7,4.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,에스원,KRX:012750,연결,기준일 확인
ETF구성,Equity,Financials,Banks,024110,,KR,,,,0052D0,8,4.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,기업은행,KRX:024110,연결,기준일 확인
ETF구성,Equity,Communication Services,Media & Communication,030000,,KR,,,,0052D0,9,4.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,제일기획,KRX:030000,연결,기준일 확인
ETF구성,Equity,Industrials,Machinery,017800,,KR,,,,0052D0,10,4.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70052D0006,현대엘리베이터,KRX:017800,연결,기준일 확인
ETF구성,Equity,Information Technology,Technology Hardware,1810 HK EQUITY,,US,,,,0067V0,1,23.6%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,Xiaomi Corp,,시세 없음,기준일 확인
ETF구성,Equity,Consumer Discretionary,Automobiles,002594 C2 EQUITY,,US,,,,0067V0,2,22.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,BYD Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Industrials,Battery Cells,300750 C2 EQUITY,,US,,,,0067V0,3,21.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,Contemporary Amperex Technology Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Health Care,Biotechnology,6160 HK EQUITY,,US,,,,0067V0,4,7.5%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,BeOne Medicines Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Consumer Discretionary,Household Durables,000651 C2 EQUITY,,US,,,,0067V0,5,6.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,Gree Electric Appliances Inc of Zhuhai,,시세 없음,기준일 확인
ETF구성,Equity,Industrials,Building Products,002050 C2 EQUITY,,US,,,,0067V0,6,5.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,Zhejiang Sanhua Intelligent Controls Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Semiconductors,688008 C1 EQUITY,,US,,,,0067V0,7,4.6%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,Montage Technology Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Technology Hardware,301308 C2 EQUITY,,US,,,,0067V0,8,3.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,Shenzhen Longsys Electronics Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Semiconductors,603986 C1 EQUITY,,US,,,,0067V0,9,3.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,GigaDevice Semiconductor Inc,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Technology Hardware,688525 C1 EQUITY,,US,,,,0067V0,10,3.4%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067V0007,Biwin Storage Technology Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,2513 HK EQUITY,,US,,,,0067Y0,1,12.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,Z AI Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,700 HK EQUITY,,US,,,,0067Y0,2,12.1%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,Tencent Holdings Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,688111 C1 EQUITY,,US,,,,0067Y0,3,11.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,Beijing Kingsoft Office Software Inc,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,9988 HK EQUITY,,US,,,,0067Y0,4,10.4%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,Alibaba Group Holding Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,688777 C1 EQUITY,,US,,,,0067Y0,5,9.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,SUPCON Technology Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,20 HK EQUITY,,US,,,,0067Y0,6,7.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,SenseTime Group Inc,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,300418 C2 EQUITY,,US,,,,0067Y0,7,7.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,Kunlun Tech Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,300454 C2 EQUITY,,US,,,,0067Y0,8,7.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,Sangfor Technologies Inc,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,002261 C2 EQUITY,,US,,,,0067Y0,9,4.6%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,Talkweb Information System Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Information Technology,Software,100 HK EQUITY,,US,,,,0067Y0,10,4.5%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70067Y0004,Minimax Group Inc,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,300033 C2 EQUITY,,US,,,,000133,1,10.6%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,Hithink RoyalFlush Information Network Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,1776 HK EQUITY,,US,,,,000133,2,9.9%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,GF Securities Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,300059 C2 EQUITY,,US,,,,000133,3,9.9%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,East Money Information Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,6030 HK EQUITY,,US,,,,000133,4,9.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,CITIC Securities Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,3908 HK EQUITY,,US,,,,000133,5,9.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,China International Capital Corp Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,2611 HK EQUITY,,US,,,,000133,6,8.4%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,Guotai Haitong Securities Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,6066 HK EQUITY,,US,,,,000133,7,8.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,CSC Financial Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,6099 HK EQUITY,,US,,,,000133,8,8.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,China Merchants Securities Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,6886 HK EQUITY,,US,,,,000133,9,7.9%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,Huatai Securities Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Financials,Securities,6881 HK EQUITY,,US,,,,000133,10,6.6%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR70133E0008,China Galaxy Securities Co Ltd,,시세 없음,기준일 확인
ETF구성,Equity,Industrials,Construction,028260,,KR,,,,139220,1,24.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,삼성물산,KRX:028260,연결,기준일 확인
ETF구성,Equity,Industrials,Construction,028050,,KR,,,,139220,2,22.5%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,삼성E&A,KRX:028050,연결,기준일 확인
ETF구성,Equity,Industrials,Construction,000720,,KR,,,,139220,3,16.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,현대건설,KRX:000720,연결,기준일 확인
ETF구성,Equity,Industrials,Construction,047040,,KR,,,,139220,4,10.9%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,대우건설,KRX:047040,연결,기준일 확인
ETF구성,Equity,Industrials,Construction,052690,,KR,,,,139220,5,6.6%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,한전기술,KRX:052690,연결,기준일 확인
ETF구성,Equity,Industrials,Construction,375500,,KR,,,,139220,6,6.5%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,DL이앤씨,KRX:375500,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,002380,,KR,,,,139220,7,5.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,KCC,KRX:002380,연결,기준일 확인
ETF구성,Equity,Industrials,Construction,051600,,KR,,,,139220,8,3.1%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,한전KPS,KRX:051600,연결,기준일 확인
ETF구성,Equity,Industrials,Construction,000210,,KR,,,,139220,9,1.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,DL,KRX:000210,연결,기준일 확인
ETF구성,Equity,Industrials,Construction,300720,,KR,,,,139220,10,1.1%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139220008,한일시멘트,KRX:300720,연결,기준일 확인
ETF구성,Equity,Industrials,Machinery,034020,,KR,,,,139230,1,19.5%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,두산에너빌리티,KRX:034020,연결,기준일 확인
ETF구성,Equity,Industrials,Electrical Equipment,267260,,KR,,,,139230,2,11.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,HD현대일렉트릭,KRX:267260,연결,기준일 확인
ETF구성,Equity,Industrials,Shipbuilding,009540,,KR,,,,139230,3,10.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,HD한국조선해양,KRX:009540,연결,기준일 확인
ETF구성,Equity,Industrials,Shipbuilding,329180,,KR,,,,139230,4,9.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,HD현대중공업,KRX:329180,연결,기준일 확인
ETF구성,Equity,Industrials,Electrical Equipment,298040,,KR,,,,139230,5,9.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,효성중공업,KRX:298040,연결,기준일 확인
ETF구성,Equity,Industrials,Shipbuilding,010140,,KR,,,,139230,6,8.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,삼성중공업,KRX:010140,연결,기준일 확인
ETF구성,Equity,Industrials,Shipbuilding,042660,,KR,,,,139230,7,7.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,한화오션,KRX:042660,연결,기준일 확인
ETF구성,Equity,Industrials,Defense Vehicles / Rail,064350,,KR,,,,139230,8,6.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,현대로템,KRX:064350,연결,기준일 확인
ETF구성,Equity,Industrials,Heavy Industry,000150,,KR,,,,139230,9,5.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,두산,KRX:000150,연결,기준일 확인
ETF구성,Equity,Industrials,Heavy Industry,267270,,KR,,,,139230,10,2.4%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139230007,HD건설기계,KRX:267270,연결,기준일 확인
ETF구성,Equity,Materials,Steel,005490,,KR,,,,139240,1,21.4%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,POSCO홀딩스,KRX:005490,연결,기준일 확인
ETF구성,Equity,Materials,Steel,010130,,KR,,,,139240,2,20.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,고려아연,KRX:010130,연결,기준일 확인
ETF구성,Equity,Materials,Steel,004020,,KR,,,,139240,3,19.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,현대제철,KRX:004020,연결,기준일 확인
ETF구성,Equity,Materials,Steel,103140,,KR,,,,139240,4,19.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,풍산,KRX:103140,연결,기준일 확인
ETF구성,Equity,Materials,Steel,001430,,KR,,,,139240,5,7.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,세아베스틸지주,KRX:001430,연결,기준일 확인
ETF구성,Equity,Materials,Steel,000670,,KR,,,,139240,6,2.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,영풍,KRX:000670,연결,기준일 확인
ETF구성,Equity,Materials,Steel,008730,,KR,,,,139240,7,2.5%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,율촌화학,KRX:008730,연결,기준일 확인
ETF구성,Equity,Materials,Steel,002030,,KR,,,,139240,8,2.4%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,아세아,KRX:002030,연결,기준일 확인
ETF구성,Equity,Materials,Steel,003030,,KR,,,,139240,9,1.9%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,세아제강지주,KRX:003030,연결,기준일 확인
ETF구성,Equity,Materials,Steel,014820,,KR,,,,139240,10,1.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139240006,동원시스템즈,KRX:014820,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,034730,,KR,,,,139250,1,21.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,SK,KRX:034730,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,051910,,KR,,,,139250,2,14.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,LG화학,KRX:051910,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,267250,,KR,,,,139250,3,10.7%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,HD현대,KRX:267250,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,096770,,KR,,,,139250,4,10.1%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,SK이노베이션,KRX:096770,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,010950,,KR,,,,139250,5,6.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,S-Oil,KRX:010950,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,078930,,KR,,,,139250,6,6.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,GS,KRX:078930,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,009830,,KR,,,,139250,7,5.2%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,한화솔루션,KRX:009830,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,010060,,KR,,,,139250,8,4.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,OCI홀딩스,KRX:010060,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,000880,,KR,,,,139250,9,3.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,한화,KRX:000880,연결,기준일 확인
ETF구성,Equity,Materials,Chemicals & Energy Materials,011790,,KR,,,,139250,10,2.5%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139250005,SKC,KRX:011790,연결,기준일 확인
ETF구성,Equity,Information Technology,Memory Semiconductors,000660,,KR,,,,139260,1,20.5%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,SK하이닉스,KRX:000660,연결,기준일 확인
ETF구성,Equity,Information Technology,Information Technology,402340,,KR,,,,139260,2,20.1%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,SK스퀘어,KRX:402340,연결,기준일 확인
ETF구성,Equity,Information Technology,Semiconductors,005930,,KR,,,,139260,3,17.6%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,삼성전자,KRX:005930,연결,기준일 확인
ETF구성,Equity,Information Technology,Information Technology,009150,,KR,,,,139260,4,17.1%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,삼성전기,KRX:009150,연결,기준일 확인
ETF구성,Equity,Information Technology,Information Technology,006400,,KR,,,,139260,5,7.4%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,삼성SDI,KRX:006400,연결,기준일 확인
ETF구성,Equity,Information Technology,Information Technology,066570,,KR,,,,139260,6,5.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,LG전자,KRX:066570,연결,기준일 확인
ETF구성,Equity,Information Technology,Information Technology,003550,,KR,,,,139260,7,2.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,LG,KRX:003550,연결,기준일 확인
ETF구성,Equity,Information Technology,Semiconductor Equipment,042700,,KR,,,,139260,8,2.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,한미반도체,KRX:042700,연결,기준일 확인
ETF구성,Equity,Information Technology,Information Technology,011070,,KR,,,,139260,9,1.9%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,LG이노텍,KRX:011070,연결,기준일 확인
ETF구성,Equity,Information Technology,Software,018260,,KR,,,,139260,10,1.9%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139260004,삼성에스디에스,KRX:018260,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,105560,,KR,,,,139270,1,18.8%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139270003,KB금융,KRX:105560,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,055550,,KR,,,,139270,2,16.0%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139270003,신한지주,KRX:055550,연결,기준일 확인
ETF구성,Equity,Financials,Financial Holding / Banks,086790,,KR,,,,139270,3,12.1%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139270003,하나금융지주,KRX:086790,연결,기준일 확인
ETF구성,Equity,Financials,Insurance,032830,,KR,,,,139270,4,9.3%,2026-09-01,https://investments.miraeasset.com/tigeretf/ko/product/search/detail/index.do?ksdFund=KR7139270003,삼성생명,KRX:032830,연결,기준일 확인
